Timestamp,RodPump.FluidLoad,RodPump.PumpFillage,RodPump.PumpingSpeed,RodPump.RodLoading
'02/01/2023 21:11:16,8923.1279296875,16.64464042072691,7.547743550480287,40.18683704708242
'02/01/2023 21:11:23,8005.691601562499,5.09175078948928,7.5496293077696,35.275736763302426
'02/01/2023 21:11:30,8005.691601562499,5.09175078948928,7.5496293077696,35.275736763302426
'02/01/2023 21:11:37,8413.4509765625,27.151746102928133,7.544916680236661,37.13144688826996
'02/01/2023 21:11:44,9171.1025390625,26.850077041725235,7.5458587350100705,43.408745321807196
'02/01/2023 21:11:51,8271.455468750002,20.771358015835112,7.492507088130856,37.721838385555664
'02/01/2023 21:11:58,10628.57890625,54.11656326843243,7.541150812165667,47.88385468035371
'02/01/2023 21:12:05,9085.060546875,32.254050974025375,7.546801025061896,43.19126323529592
'02/01/2023 21:12:12,8542.324804687501,16.544932577894173,7.49437880162825,37.91259070180606
'02/01/2023 21:12:19,8316.170312500002,15.042163367197926,7.547743550480287,37.66204760829536
'02/01/2023 21:12:26,8167.693164062501,14.675349352853859,7.547743550480287,36.430644439833195
'02/01/2023 21:12:33,8167.693164062501,14.675349352853859,7.547743550480287,36.430644439833195
'02/01/2023 21:12:40,8342.4240234375,21.684001016407773,7.5458587350100705,36.80663715707791
'02/01/2023 21:12:47,9371.444140625,36.2360220221764,7.489701144676639,43.625431144919766
'02/01/2023 21:12:54,8979.05546875,36.61874339011696,7.544916680236661,41.871770809085135
'02/01/2023 21:13:01,8943.711523437501,24.631435845495254,7.546801025061896,41.61770630974172
'02/01/2023 21:13:08,8548.4677734375,9.807779740545651,7.548436701862948,36.856683485595696
'02/01/2023 21:13:15,8167.391210937501,16.143708695624902,7.493442700930956,36.5683686801959
'02/01/2023 21:13:22,8105.391796874999,15.35347826697663,7.546801025061896,35.91085466785401
'02/01/2023 21:13:29,8105.391796874999,15.35347826697663,7.546801025061896,35.91085466785401
'02/01/2023 21:13:36,8577.5107421875,18.84822936288725,7.546801025061896,37.58913052315552
'02/01/2023 21:13:43,8325.2236328125,13.04421744197683,7.548686311353441,36.488107173932924
'02/01/2023 21:13:50,8341.691015625001,21.498640799199777,7.544916680236661,37.494163440666746
'02/01/2023 21:13:57,9303.196679687502,31.021271713639592,7.490636394723894,43.54870710638404
'02/01/2023 21:14:04,9069.571875000001,40.36620116909978,7.543033276172697,42.79296895894306
'02/01/2023 21:14:11,10688.8328125,57.11176989049983,7.487831851567409,47.495900625882435
